Date,Headline
2020-12-11,MicroStrategy's Bitcoin-Driven Offering Boosted to $650M After Notes Buyer Bought $100M More 
2020-12-11,Restaurant Chain That Converted Cash Reserves Into Bitcoin Says Gold's Safe Haven Days Are Numbered 
2020-12-12,"Bullish divergence, TD9 'buy signal' align for a new Bitcoin relief rally "
2020-12-12,Will Bitcoin Continue to Rise? Crypto Experts Finixio Make Their Predictions 
2020-12-12,Efficient Market Hypothesis: MicroStrategy's $650M Bitcoin Buy Has Barely Been Priced In 
2020-12-13,Crypto Long & Short: Bitcoin's Relationship With Gold Is More Complicated Than It Looks 
2020-12-13,"This Could Be A Very Big Week For Bitcoin, Ethereum, Ripple’s XRP, Litecoin And Chainlink "
2020-12-13,Scam bitcoin ads using unauthorised Australian celebrity images traced to Moscow addresses 
2020-12-14,"Microstrategy raised $650 million, invests it in Bitcoin - Washington Business Journal "
2020-12-14,"Bitcoin on Exchanges Drop to Lows Not Seen Since 2018, Long-Term Holders Realize Profits "
2020-12-14,New Genesis Mining Study Finds 17% of Bitcoin Investors Believe Bitcoin Will Be Worth More Than $50k by 2030 
2020-12-15,IRS is ‘setting the trap’ for bitcoin and virtual currency investors on 2020 tax form 
2020-12-15,Bitcoin’s corrective period may last until January 2021 as BTC whales continue to realize profits 
2020-12-15,"Italian Insurance Giant Generali Gets Into Bitcoin via Banking Arm, Launching Crypto Custody Service "
2020-12-16,"CoinsLoot Launch World's First Crypto Loot Boxes, With 10% Free Crypto, Prizes and Staking Rewards "
2020-12-16,"No Need to Convince Shareholders - Microstrategy's Investors Already Sold on Bitcoin, Says Analyst "
2020-12-16,CI Galaxy Bitcoin Fund Begins Trading on the Toronto Stock Exchange; Galaxy Digital Appointed Sub-Advisor 
2020-12-17,"Nigeria Is Paxful's Second Biggest P2P Bitcoin Market, Trades Top $566 Million in Five Years "
2020-12-17,"Massive Fake Celebrity-Endorsed Bitcoin Investment Campaign Duping Google, Facebook Traced to Moscow "
2020-12-17,"Bitcoin price at record high of $23,000 just 1 day after hitting $20,000 mark! Whopping 220% profit for inv... "
2020-12-18,"Chris Wood cuts exposure to gold, a first in years; invests in Bitcoin "
2020-12-18,Urgent plea to prevent auction of $1.6B Bitcoin seized from Silk Road hacker 
2020-12-18,"Bitcoin price: Why the cryptocurrency reached an all-time $20,000 high, and what experts think happens next "
2020-12-19,US Treasury Unveils Stifling Crypto Wallet Regulation — Experts Break Down the Rules 
2020-12-19,Bitcoin's Inception: A 340-Page Book Compiles All of Satoshi's Writings in Chronological Order 
2020-12-19,Shark Tank's Mark Cuban Says Bitcoin Is a Store of Value but 'More Religion Than Solution to Any Problem' 
2020-12-20,Bitcoin’s expensive but this technique proves it’s never too late to buy BTC 
2020-12-20,Goldman Sachs Calls Bitcoin 'the Retail Inflation Hedge' That's Not a Threat to Gold 
2020-12-20,"Weekend Market Action Sees Bitcoin Touch $24K, $1 Billion in Short Positions Liquidated "
2020-12-21,The U.S. Government Is Targeting Cryptocurrency to Expand the Reach of Its Financial Surveillance 
2020-12-21,"Open interest in CME bitcoin futures skyrockets 42% in a week, records a new high of $1.47 billion "
2020-12-21,Global Equity Head at Jefferies Says the Investment Bank Will Buy Bitcoin and Reduce Exposure to Gold 
2020-12-22,Ethereum vs. Bitcoin: Do or die as Ether price drops to a critical level against BTC 
2020-12-22,"Bitcoin's gains don't seem 'so wild' compared to stocks like Tesla, crypto strategist says "
2020-12-22,"Why This Former Billionaire And Goldman Sachs Veteran Now Sees Bitcoin Hitting $50,000 In 2021 "
2020-12-23,Bitcoin Dominance Spikes To 7-Month High As BTC Pokes $24K: Altcoin Season Postponed 
2020-12-23,"Skybridge Bitcoin Fund Launches With $25 Million, Expecting 'Avalanche of Institutional Investors' "
2020-12-23,Win a Limited Edition Franck Muller Bitcoin Cash Watch “Free the Money. Free the World.” With Bitcoin.com Exchange 
2020-12-24,"Michael Saylor, the CEO Who Turned a Software Company Into a Bitcoin Company "
2020-12-24,What you need to know about the world of Bitcoin trading before getting started 
2020-12-24,"Despite Bitcoin's Price Highs, Onchain Data Shows BTC Miners Are Not Spending More Than Usual "
2020-12-25,Biden and Yellen will crack down on crypto 'criminal cesspool' — Nouriel Roubini 
2020-12-25,"Can Bitcoin Hit $100,000 in 2021? Regulators and the Bulls may have to Battle it out! "
2020-12-25,"Snowden Puzzled by Bitcoin's Lack of Scaling and Privacy, Says Devs 'Had Years to Do It' "
2020-12-26,"As Bitcoin Blasts Past $25,000, Here’s Why This Investor Made The Surprise Decision To Sell "
2020-12-26,Bitcoin Hits $500K on Russian Crypto Exchange After Hackers Take Control — Users Cry Exit Scam 
2020-12-26,Zero to $318000: Proponents and Detractors Give a Variety of Bitcoin Price Predictions for 2021 
2020-12-27,"Bitcoin Derivatives Action Swells: A Few June Futures Trade for $30K, Deribit Adds $140K Options Strike "
2020-12-27,"S&P 500 companies will hold bitcoin by end of 2021, majority of The Block’s Outlook Survey respondents say "
2020-12-27,10-Year-Old Block Rewards Wake Up: Data Parsers Catch a String of 1000 'Satoshi Era' Bitcoins from 2010 Spent Today 
2020-12-28,The Bitcoin Treasuries List Exceeds $30 Billion - 29 Companies Hold BTC Reserves 
2020-12-28,"Bitcoin price latest: If cryptocurrency faces regulation, 'nothing they can do to stop it' "
2020-12-28,"Is This Why Bitcoin, Ethereum, Litecoin And Other Cryptocurrencies Have Suddenly Shot Higher? "
2020-12-29,Here's What History Says To Expect From Bitcoin In 2021 | Bitcoinist.com 
2020-12-29,Bitcoin price rally cools down as Polkadot gains 34% in first week of ‘altseason’ 
2020-12-29,"After recent price spike, bitcoin requires enough power for a country of more than 200 million people "
2020-12-30,Russell Okung's bitcoin salary could trigger more pro athletes to invest 
2020-12-30,"'Bitcoin liquidity crisis' — BTC is becoming harder to buy on exchanges, data shows "
2020-12-30,"Bitcoin may not be in the mainstream Google search, but its value is definitely soaring higher "
2020-12-31,$30K BTC price imminent? This Bitcoin hodler metric hints at the next rally peak 
2020-12-31,‘Rat poison squared’ Bitcoin passes Warren Buffett’s Berkshire Hathaway by market cap 
2020-12-31,"As The Bitcoin Price Surges, Coinbase CEO Brian Armstrong Issues ‘Worrying’ Bitcoin And Crypto Warning "
2021-01-01,'Noxious Poison' - Bitcoin's Market Cap Surpasses Warren Buffet's Berkshire Hathaway Valuation 
2021-01-01,How much Bitcoin is left for retail traders; who pays the price of Bitcoin that institutions control? 
2021-01-01,9 Trillion vs. 100 Trillion: Billionaire Mike Novogratz Asks Which Cryptocurrency Will Win the Payments Race 
2021-01-02,"Data Shows 78% of the Circulating Bitcoin Supply Is Illiquid, Only 4.2M BTC in Constant Circulation "
2021-01-02,Binance CEO Predicts that in 2021 Bitcoin (BTC) and Other Digital Assets will Keep Rising and be at 
2021-01-02,"Bitcoin Just Broke $600 Billion—Will It Soon Eclipse Tesla, Facebook, Google, Microsoft, Amazon And Apple? "
2021-01-03,Ethereum Cofounder Reveals ‘Underrated’ Bitcoin And Crypto Bull Case Amid Massive Price Rally 
2021-01-03,Bitcoin Analyst Discusses the Pros and Cons of Peer to Peer Cryptocurrency Trading on Platforms like 
2021-01-03,Bitcoin is booming and Israel's blockchain infrastructure and security startups hold a major key to the cryptocurrency revolution | Ctech 
2021-01-04,OCC Regulator Implements Groundbreaking Cryptocurrency Guidance For Banks And The Future Of Payments 
2021-01-04,Parliament passes Bill to tighten regulations on virtual payment service providers dealing with cryptocurrency 
2021-01-04,"RGB-LIT Bitcoin Mining Rig With 78 GeForce RTX 3080 Graphics Cards Comes Operational, Earns 20 Grand USD A Month "
2021-01-05,Chilean Court Orders Two Major Banks to Keep Open Checking Accounts of Crypto Exchange Buda 
2021-01-05,"Blockchain Bites: JPMorgan's $146K BTC Target, Crypto Responds to US Treasury’s Proposed Wallet Rule "
2021-01-05,The Astronomic Rise In Cryptocurrency Prices Will Extend The GPU Shortages With Miners Looking To Purchases All The Newest GPUs 
2021-01-06,"As bitcoin soars, 'trickle' of corporate cash could turn into a 'torrent,' says Bill Miller "
2021-01-06,"In 2020, Nigerians traded more than $400m worth of crypto on local crypto exchange platforms "
2021-01-06,"Regulated Bitcoin ETPs Skyrocket, Coinshares Cites 'Unprecedented Interest from Institutional Investors' "
2021-01-07,"Fund Manager Bill Miller Lauds BTC- Says 'Bitcoin Could Be Rat Poison, and the Rat Could Be Cash' "
2021-01-07,Cross Border Transactions: Cryptocurrency And Foreign Exchange Management Act (FEMA) - Technology - India 
2021-01-07,South Korean gaming giant Nexon is preparing to acquire crypto exchange Bithumb for about $460 million: Report 
2021-01-08,"As Bitcoin Smashes Through $40,000, Data Reveals What’s Behind The Huge 2021 Bitcoin Price Boom "
2021-01-08,"Quebec's Bitfarms rallies as Bitcoin soars, but concerns grow over cryptominers' massive electricity needs "
2021-01-08,"Crypto Asset Management Market by Solution, Deployment Mode, Application - Global Forecast to 2026 - ResearchAndMarkets.com "
2021-01-09,Malta's Leading Crypto And Blockchain Experts React To Bitcoin's Skyrocketing Past $41000 
2021-01-09,"Bitcoin 'Going Through the Roof' Unlike Assets Controlled by Government, Says Former Fed Governor "
2021-01-09,Thinking of buying bitcoin? What experts say about big crypto concerns: 'You have to be mentally prepared' 
2021-01-10,"While Bitcoin's Price Dips in Value, Crypto Assets Like Ethereum and Bitcoin Cash Shine "
2021-01-10,"From tech to bitcoin, long-time bull Ed Yardeni worries a meltdown will strike the market "
2021-01-10,Sleeping Bitcoins Worth $40 Million Move- Mystery Miner Spends Another 1000 BTC From 2010 Block Rewards 
2021-01-11,Cryptocurrency XRP Investors Demand US Securities and Exchange Commission Amend Its Charges Against Ripple Labs 
2021-01-11,"Amid Bitcoin Boom, Men, Young Adults and Urban Residents Have Highest Levels of Familiarity With the Cryptocurrency "
2021-01-11,Crypto Market Erases $200 Billion In Market Value In 24 Hours; Regulator Warns Investors Could ‘Lose All Their Money’ 
2021-01-12,Kim Dotcom Discusses the Swelling Crypto Economy and His Plans to 'Accelerate P2P Electronic Cash' 
2021-01-12,Goldman says bitcoin is starting to mature but institutional money is a tiny fraction of the market 
2021-01-12,Bitcoin's roller-coaster ride shows why people should be cautious before investing in cryptocurrency 
2021-01-13,"2021 Blockchain Influencers Prediction: Bitcoin Is Still On Top, But Altcoins Take A Step Forward "
2021-01-13,"Amid all the Bitcoin hype, another Indian cryptocurrency startup CoinSwitch Kuber gets $15 million in funding "
2021-01-13,"Lindsay Lohan Records Video Predicting $100,000 Bitcoin And $10,000 Ethereum—Is 2017’s Celebrity Crypto Mania Back? "
2021-01-14,Crypto investment firm Grayscale sees 900% jump in assets to $20 billion amid bitcoin frenzy 
2021-01-14,"Bitcoin Price Spike Targets the $40K Handle, Crypto Economy Recaptures $1 Trillion Market Cap "
2021-01-14,ECB Chief Christine Lagarde Calls for Global Bitcoin Regulation — Says BTC Conducts 'Funny Business' 
2021-01-15,"Crypto assets: Next steps as South Africa prepares for regulation of Bitcoin, other currencies "
2021-01-15,Man who accidentally threw out a bitcoin fortune offers $70 million for permission to dig it up 
2021-01-15,Crypto Exchange Owner Sentenced to 10 Years in Prison for Multimillion-Dollar Scheme to Defraud Americans 
2021-01-16,A Russian Operation Is Mining Bitcoin in the Arctic Circle for Cheap Electricity 
2021-01-16,"As The Bitcoin Price Whipsaws, These Radical New Cryptocurrencies Are Still Soaring "
2021-01-16,"Cryptocurrency, Blockchain and Digital Transformation in the Middle East and Africa "
2021-01-17,From 230% Growth To 34.20% Fall: Best And Worst Performing Cryptocurrencies Of The Week - Benzinga 
2021-01-17,"Man mistakenly throws away hard drive containing Bitcoin worth £230 million, offers millions to find it "
2021-01-17,Rain raises $6 million Series A from MEVP & Coinbase to grow its Middle Eastern cryptocurrency exchange 
2021-01-18,"Crypto Prices Consolidate, Handful of Altcoin Markets Pop, Bitcoin Accumulation Addresses Rise "
2021-01-18,Ecuadorian Presidential Candidate Proposes a National Cryptocurrency but It Won't Replace the Dollar 
2021-01-18,Bahrain-Based Crypto Exchange Rain Secures $6 Million Through Series A Investment Round Led By Middle East 
2021-01-19,Crypto exchange DigiFinex joins Sygna Alliance to comply with FATF Travel Rule and Singapore regulations 
2021-01-19,SOS Ltd. Enters into Non-Binding Letter of Intent to Acquire a Cryptocurrency Technology Provider based in Canada 
2021-01-19,"Loop Insights Integrates Bitcoin, Ethereum and Litecoin Into Contactless Payments Platform For Retail Customers and Enterprise Partners, With Patent-Pending Technology Filed in 2019, As Cryptocurrency Payments Undergo Global Paradigm Shift Toward M "
2021-01-20,Crypto tech vs. COVID-19: How hospitals are using blockchain in the vaccine rollout 
2021-01-20,Bitcoin whales are betting $40K isn't the top as data hints bull run is only beginning 
2021-01-20,FinCEN Proposes Crypto Reporting and Recordkeeping Requirements | Morgan Lewis - JDSupra 
2021-01-21,Kraken Expands Crypto Access to GBP and AUD Markets with Greatest Addition of New Trading Pairs to Date 
2021-01-21,Potential Loss of $220M In Bitcoin Shows Importance of Using Kanguru Remote Management & Password Reset 
2021-01-21,"DFI'ying Expectations: DeFiChain, the Largest DeFi Protocol on the Bitcoin Ecosystem Lists Its DFI Coin on KuCoin "
2021-01-22,Joe Biden Freezes FinCEN's Crypto Wallet Rulemaking — US Crypto Regulations Under Review 
2021-01-22,Bitcoin bounces after drop from all-time highs: Four market analysts on what they’re watching 
2021-01-22,Central Bankers And Crypto-Twitter Perennially In Opposition; Analysis Of Scale Of Crypto-Crime And The Prospect For Regulation 
2021-01-23,Janet Yellen Clarifies Her Stance on Bitcoin — Promises 'Effective' Crypto Regulation 
2021-01-23,Buying Items and Services With Bitcoin: A Look at Crypto Asset Accepting Merchants in 2021 
2021-01-23,"Bitcoin Whales Grow After Price Bottoms, Analyst Says 'Coins Are Moving to Very Strong Holders' "
2021-01-24,"Overall bitcoin-related crime fell last year, but one type of crypto hack is booming "
2021-01-24,"Indian Crypto Exchange Buyucoin Hacked, Sensitive Data of 325K Users Reportedly Leaked "
2021-01-24,"Bitcoin alternative: How to buy Ethereum in India? Here’s why its price, m-cap are up 200% in 3 months "
2021-01-25,"Bitcoin to peak at $35,000 in 2021 at current volatility levels, says crypto bull JPMorgan "
2021-01-25,"21 Bitcoin Block Rewards from 2010 Wake Up, $236M Worth of 'Satoshi Era' BTC Spent in 10 Months "
2021-01-25,"Bitcoin Will Never Be Real Money, Says UBS, Because It's Too Volatile | Chief Investment Officer "
2021-01-26,"In the Fight Against Extremism, Don't Demonize Surveillance-Busting Tools like Signal and Bitcoin "
2021-01-26,"Former Goldman Sachs CEO: If I Were a Regulator, I'd Be Hyperventilating at the Success of Bitcoin "
2021-01-26,Cryptocurrency Trader Charged In Manhattan Federal Court With Fraudulent Scheme Involving Over $5 Million 
2021-01-27,Spanish Crypto Exchange 2gether Won't Reimburse All Stolen Funds From the 2020 Hack 
2021-01-27,Blockchain Bites: Scaramucci on GameStop and Bitcoin; Why Flamingo DAO Dropped $762K on an NFT 
2021-01-27,"More than 3m South Africans trade in crypto currencies on one platform; Bitcoin draws crowds, says Luno "
2021-01-28,"DOGE tweet volume up 1800%, becomes first altcoin to surpass Bitcoin ever: The Tie "
2021-01-28,5 digital currencies you can invest in besides bitcoin (And their performance in 2020) 
